name,cpu_brand,cpu_model,cpu_gen,gpu_brand,gpu_series,gpu_gen,ram_gb,rom_gb,reviews,price
"(Intel Core i5-4590, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows), черный матовый 4.7 26 ",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,16,120,26,129164
"Игровой компьютер (Intel Core i7-14700F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), ",INTEL,I7,14,NVIDIA,RTX,5060,32,1024,955,931410
"Chili Peppers (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Window",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,512,233,472274
"Chili Peppers (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 550 (4 Гб), Windows 10 Pro),",INTEL,I7,2,AMD,RX,550,16,512,233,207515
"полностью новый компьютер с Windows 7 и 10 одновременно (AMD A8-7600, RAM 8 ГБ, SSD 120 ГБ, HDD 500 ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,5,85446
"(Intel Core i7-5930K, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows), белый, фиол",INTEL,I7,5,NVIDIA,RTX,3060,32,1000,9,573394
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,3060,32,256,33,660971
"Игровой компьютер (Intel Core i5-14400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб),",INTEL,I5,14,NVIDIA,RTX,5060,32,1000,28,938160
"(Intel Core i5-4690, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 4600, Windows 10 Pro), 4690, черный ма",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,16,512,9,99764
"(Intel Core i5-13400F, RAM 32 ГБ, SSD 1000 ГБ, HDD 1000 ГБ, NVIDIA GeForce RTX 4070 (12 ГБ), Windows",INTEL,I5,13,NVIDIA,RTX,4070,32,1000,190,1075785
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), че",INTEL,I5,12,NVIDIA,RTX,3060,16,256,33,612962
"Игровой компьютер RTX 2060 SUPER 8GB RAM 32GB SSD 512GB 2680v4 (Intel Xeon E5-2680V4, RAM 32 ГБ, SSD",INTEL,XEON,26,NVIDIA,RTX,2060,32,512,323,449159
"Silent Storm (AMD Ryzen 7 5700X, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11",AMD,RYZEN 7,57,NVIDIA,RTX,3060,32,1000,61,648384
"(Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 710 (2 Гб), Windows 10 Pro), красный 5",INTEL,I5,2,NVIDIA,OTHER_NVIDIA,0,16,512,87,190994
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,512,33,567778
"i5 12400/16GB RAM/512GB SSD/RX580 8GB/Windows 11Pro (Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, AM",INTEL,I5,12,AMD,RX,580,16,512,63,0
"(AMD Ryzen 5 5600, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,56,NVIDIA,RTX,3060,32,512,33,669960
"(Intel Core i7-14700F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (6 Гб), Без ОС), 9S6-B20821-0",INTEL,I7,14,NVIDIA,RTX,3050,32,1024,0,637325
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V94 (Intel",INTEL,I3,0,AMD,RX,580,8,256,2,224364
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), черный",AMD,RYZEN 5,36,NVIDIA,RTX,3060,16,512,33,551167
"Игровой компьютер (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows",AMD,RYZEN 5,36,NVIDIA,RTX,3060,16,512,197,495892
"Игровой компьютер ПК (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10",AMD,RYZEN 5,56,AMD,RX,580,16,1024,0,1586334
"Игровой компьютер (AMD Ryzen 5 3600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows",AMD,RYZEN 5,36,NVIDIA,RTX,3050,32,1024,14,577319
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10 Pro),",INTEL,I5,12,NVIDIA,GTX,1660,16,512,87,476607
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черн",INTEL,I3,12,NVIDIA,RTX,3060,16,512,33,571935
"Мощный игровой (Intel Xeon E5-2680V4, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows ",INTEL,XEON,26,AMD,OTHER_AMD,0,16,512,315,388279
"(Intel Core i5-14400, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, DOS), 9S6-B20821-082, черный 1 янва",INTEL,I5,14,INTEL,INTEGRATED_INTEL,0,16,512,0,349395
"Office (Intel Core i3-3220, RAM 8 ГБ, SSD 120 ГБ, NVIDIA GeForce GT 710 (2 Гб), Windows 10 Pro), чер",INTEL,I3,3,NVIDIA,OTHER_NVIDIA,0,8,120,105,127840
"(Intel Core i3-12100, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics, Windows 10 Pro), черный 4.2 19 отзы",INTEL,I3,12,INTEL,INTEGRATED_INTEL,0,16,240,19,242966
"Игровой компьютер (Intel Core i5-14400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), ",INTEL,I5,14,NVIDIA,RTX,5060,32,1000,28,837486
"Chili Peppers (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Wind",INTEL,I7,2,NVIDIA,GTX,1660,16,512,233,278613
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V240 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,16,128,2,384127
"Игровой компьютер ПК (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Wind",AMD,RYZEN 5,36,NVIDIA,RTX,4060,16,1024,0,1435840
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,55,NVIDIA,RTX,3060,32,1024,33,655053
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,26,NVIDIA,RTX,3050,16,256,33,457246
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,512,33,456755
"(Intel Core i5-4570, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 4600, Без ОС), черный 1 января",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,8,240,0,120727
"Игровой компьютер (Intel Core i7-2600, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I7,2,INTEL,INTEGRATED_INTEL,0,16,256,74,164786
"(AMD Ryzen 5 3600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 ",AMD,RYZEN 5,36,NVIDIA,RTX,3070,16,1024,33,521746
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,26,NVIDIA,GTX,1660,16,512,33,428337
"Игровой компьютер (Intel Core i5-14400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Win",INTEL,I5,14,NVIDIA,RTX,5060,32,1000,28,783610
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro)",INTEL,I3,12,NVIDIA,GTX,1660,16,1024,33,490197
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V156 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,16,128,2,362840
"(Intel Core i7-12700KF, RAM 32 ГБ, SSD 1500 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 10 Pro), чер",INTEL,I7,12,NVIDIA,RTX,5060,32,1500,64,993335
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,512,33,602781
"(Intel Core i7-3770, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 4000, Windows 10 Pro), черный матовый ",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,16,512,2,157267
"Офисный компьютер (Intel Core i5-2400, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,256,955,140677
"Игровой компьютер  (Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Wi",INTEL,I5,12,NVIDIA,RTX,4060,32,1024,955,662342
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черны",INTEL,I5,12,NVIDIA,RTX,4060,32,512,33,734948
"Офисный компьютер (Intel Core i7-2600, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I7,2,INTEL,INTEGRATED_INTEL,0,16,512,955,179124
"Офисный компьютер (Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,512,330,162721
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 1",INTEL,XEON,26,AMD,RX,580,32,1024,747,357659
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,5060,16,1024,33,739682
"Игровой компьютер RX 580 8GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SSD 1024 Г",INTEL,XEON,26,AMD,RX,580,64,1024,323,471144
"Игровой компьютер I9 RTX 3060 12GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SSD ",INTEL,XEON,26,NVIDIA,RTX,3060,64,1024,323,598281
"(AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1000,190,1228703
"Игровой компьютер ITP Premium 1600 (Intel Core i7-12700F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX",INTEL,I7,12,NVIDIA,RTX,4070,32,1000,39,1231528
"(Intel Core i5-8500, RAM 32 ГБ, SSD 256 ГБ, Intel UHD Graphics 630, Windows), черный матовый 1 январ",INTEL,I5,8,INTEL,INTEGRATED_INTEL,0,32,256,0,175133
"(Intel Core i3-2120, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Без ОС), черный 5.0 7 отзывов 1 я",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,120,7,94057
"Игровой компьютер 212 (AMD Ryzen 5 5600X, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), W",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,1000,8,718953
"Для игр и учебы с монитором 24"" (Intel Xeon E3-1230, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX 470 (4 Гб)",INTEL,XEON,0,AMD,RX,470,16,512,151,492927
"Colorful (Intel Core i7-2600, RAM 8 ГБ, SSD 240 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 10",INTEL,I7,2,NVIDIA,GTX,1660,8,240,25,280804
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V130 (Inte",INTEL,I3,0,NVIDIA,GTX,1060,8,256,2,229445
"(Intel Core i5-3570, RAM 8 ГБ, SSD 100 ГБ, HDD 512 ГБ, NVIDIA GeForce GT 1030 (2 Гб), Windows 10 Pro",INTEL,I5,3,NVIDIA,OTHER_NVIDIA,0,8,100,162,154708
"Игровой компьютер StormGames I7-10700 (Intel Core i7-10700, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce R",INTEL,I7,10,NVIDIA,RTX,4060,16,1000,0,502678
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V21 (Intel",INTEL,I3,12,AMD,RX,5600,16,256,2,408454
"Pulse (Intel Core i5-14400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows), бе",INTEL,I5,14,NVIDIA,RTX,5060,32,960,402,1044088
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,256,5,611785
"(Intel Core i5-3450, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2500, Windows), черный матовый 5.0 3 от",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,240,3,115766
"Office (Intel Core i3-2100, RAM 4 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,4,120,105,80267
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 P",AMD,RYZEN 5,55,NVIDIA,RTX,3070,32,512,33,572977
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,26,NVIDIA,GTX,1660,16,256,33,417727
"(Intel Core i3-9100, RAM 16 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 10 Home), черный 1 январ",INTEL,I3,9,INTEL,INTEGRATED_INTEL,0,16,240,0,182601
"(Intel Core i7-3770, RAM 16 ГБ, SSD 480 ГБ, Intel HD Graphics 4000, Windows 10 Home), черный матовый",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,16,480,0,136251
"AZ-0121 (Intel Xeon E5-2680V4, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon RX 5700 XT (8 Гб), Windows 11 Pro)",INTEL,XEON,26,AMD,RX,5700,16,1024,250,441005
"(AMD Ryzen 5 3400G, RAM 16 ГБ, SSD 240 ГБ, AMD Radeon Vega 11, Без ОС) 5.0 1 отзыв 1 января",AMD,RYZEN 5,34,AMD,OTHER_AMD,0,16,240,1,219873
"Chili Peppers (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Window",AMD,RYZEN 5,56,NVIDIA,GTX,1660,16,512,233,500996
"(Intel Core i5-13400, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics 730, Без ОС), 2085 66, черный 1 янва",INTEL,I5,13,INTEL,INTEGRATED_INTEL,0,16,512,0,454446
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), че",AMD,RYZEN 5,26,NVIDIA,GTX,1660,16,1024,33,437399
"GE521R1-Max (Intel Xeon E5-2660V3, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11",INTEL,XEON,26,NVIDIA,RTX,5060,32,512,0,466985
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V82 (Intel",INTEL,I3,12,NVIDIA,RTX,5060,8,256,2,561063
"Мощный игровой (AMD Ryzen 5 2600, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 11 Pro), ",AMD,RYZEN 5,26,AMD,RX,580,32,512,315,432599
"Lenovo m79 (AMD A10-7800, RAM 4 ГБ, AMD Radeon R7, Без ОС), черно-серый 4.6 635 отзывов 1 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,4,0,635,34184
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), че",INTEL,I5,12,NVIDIA,RTX,3060,32,512,33,678823
"112R (AMD Ryzen 5 8400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro), 2",AMD,RYZEN 5,84,NVIDIA,RTX,5070,32,1024,2,1760707
"Игровой компьютер с монитором 24 (Intel Xeon E5-2640V2, RAM 32 ГБ, SSD 1000 ГБ, AMD Radeon RX 580 (8",INTEL,XEON,26,AMD,RX,580,32,1000,11,553359
"Компьютер LuckyGame2 (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GT 730 (4 Гб), Win",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,256,2,219627
"Офисный компьютер (Intel Core i3-2100, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,16,512,955,153911
"Игровой компьютер (Intel Core i5-14400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), ",INTEL,I5,14,NVIDIA,RTX,5060,32,1024,753,845509
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V142 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,8,256,2,315198
"Игровой компьютер RTX 3060 12GB RAM 64GB SSD 1024GB 2650v2 (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 102",INTEL,XEON,26,NVIDIA,RTX,3060,64,1024,323,482534
"Игровой компьютер Paladin 2933 (AMD Ryzen 7 9700X, RAM 32 ГБ, SSD 1000 ГБ, HDD 4000 ГБ, NVIDIA GeFor",AMD,RYZEN 7,97,NVIDIA,RTX,5060,32,1000,1,1479386
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), черный",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,256,5,569722
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 ",AMD,RYZEN 5,26,NVIDIA,RTX,3070,16,1024,33,504130
"Офисный компьютер ITP Base 12100 512Гб (Intel Core i3-12100, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphi",INTEL,I3,12,INTEL,INTEGRATED_INTEL,0,16,512,7,347822
"Mini (AMD Ryzen 5 5600G, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon RX Vega 7, Windows 11 Pro), 20214538, черн",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,8,256,2,460983
"(AMD Ryzen 5 3600, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,36,NVIDIA,RTX,3050,32,512,33,551167
"Игровой компьютер RTX 2060 SUPER 8GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SS",INTEL,XEON,26,NVIDIA,RTX,2060,64,1024,323,541227
"(Intel Core i5-13400F, RAM 32 ГБ, SSD 1000 ГБ, HDD 1000 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows ",INTEL,I5,13,NVIDIA,RTX,4060,32,1000,190,899408
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V216 (Inte",INTEL,I3,0,NVIDIA,GTX,1060,16,128,2,247729
"(Intel Core i3-12100F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro),",INTEL,I3,12,NVIDIA,RTX,2060,16,512,33,514821
"Компьютер LuckyGame2 (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 120 ГБ, NVIDIA GeForce GT 730 (4 Гб), Win",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,120,2,209269
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V121 (Inte",INTEL,I3,0,AMD,RX,5700,8,128,2,270590
"Игровой компьютер RTX 4060 8GB RAM 32GB SSD 512GB 2650v2 (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 Г",INTEL,XEON,26,NVIDIA,RTX,4060,32,512,323,480369
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3050 (8 Гб), Windows 11 Pro), черны",INTEL,I5,10,NVIDIA,RTX,3050,16,256,33,492666
"Игровой компьютер (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 2000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windo",AMD,RYZEN 5,75,NVIDIA,RTX,5070,32,2000,28,1037575
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 11 Pro), ",INTEL,I5,12,NVIDIA,RTX,5060,32,1024,33,959428
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Wi",INTEL,XEON,26,NVIDIA,RTX,3060,32,1024,801,462676
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,1024,33,598935
"компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro), P",INTEL,XEON,26,AMD,RX,580,32,512,211,319809
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,256,5,513975
"компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 Pro), ",INTEL,XEON,26,AMD,RX,580,32,1024,211,332123
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 Ti (8 Гб), Windows 11 Pro), черный",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,256,5,611785
"Компьютер для любых игр (Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 Ti (8 ",INTEL,I5,12,NVIDIA,RTX,4060,16,512,12,860621
"ПК с монитором (Intel Core i5-3470, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 610 (2 Гб), Windows), ч",INTEL,I5,3,NVIDIA,OTHER_NVIDIA,0,16,512,36,286915
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,26,NVIDIA,RTX,2060,16,512,33,478089
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,56,NVIDIA,GTX,1660,16,256,23,481099
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V132 (Inte",INTEL,I3,0,NVIDIA,GTX,1060,16,128,2,226396
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V108 (Inte",INTEL,I3,0,AMD,RX,5600,16,128,2,251332
"Chili Peppers (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 P",AMD,RYZEN 5,56,NVIDIA,RTX,2060,16,512,233,469052
"Мощный игровой (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows 11 ",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,32,1024,315,493467
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce",AMD,RYZEN 5,75,NVIDIA,RTX,5060,16,256,23,978635
"Игровой компьютер (Intel Core i5-14600KF, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб)",INTEL,I5,14,NVIDIA,RTX,5060,32,1000,28,977597
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,GTX,1660,16,256,33,444744
"(Intel Core i3-7100, RAM 8 ГБ, SSD 480 ГБ, Intel HD Graphics 630, Windows), черный 5.0 1 отзыв 1 янв",INTEL,I3,7,INTEL,INTEGRATED_INTEL,0,8,480,1,160586
"(AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 4070 (12 ГБ), Windows 11 Pro), черный ",AMD,RYZEN 5,75,NVIDIA,RTX,4070,16,256,5,943055
"(Intel Core i5-1235U, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics G7 80EUs, Windows), 9S6-B0A621-25",INTEL,I5,1,INTEL,INTEGRATED_INTEL,0,8,512,0,310768
